"rentree_scolaire","region_academique","academie","departement","commune","numero_etablissement"
2021,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311323V"
2021,"OCCITANIE","TOULOUSE","HAUTES-PYRENEES","BAGNERES-DE-BIGORRE","0650005C"
2021,"OCCITANIE","TOULOUSE","HAUTES-PYRENEES","TARBES","0650025Z"
2021,"OCCITANIE","TOULOUSE","TARN","ALBI","0810006S"
2021,"OCCITANIE","TOULOUSE","TARN","CASTRES","0810103X"
2021,"OCCITANIE","TOULOUSE","TARN","LAVAUR","0810030T"
2021,"OCCITANIE","TOULOUSE","TARN-ET-GARONNE","MONTAUBAN","0820021C"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","CARQUEFOU","0442834S"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","CHATEAUBRIANT","0440005S"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","CHATEAUBRIANT","0440151A"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","GORGES","0442273G"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","LA BAULE-ESCOUBLAC","0440012Z"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440029T"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440154D"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440161L"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440246D"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","ORVAULT","0442094M"
2021,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","REZE","0440062D"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0490003M"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0490824E"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0492061Z"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","CHEMILLE-EN-ANJOU","0490837U"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","CHOLET","0490018D"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","SAUMUR","0490055U"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","SEGRE-EN-ANJOU BLEU","0490782J"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","SEGRE-EN-ANJOU BLEU","0490840X"
2021,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","VERRIERES-EN-ANJOU","0492420P"
2021,"PAYS DE LA LOIRE","NANTES","MAYENNE","LAVAL","0530012A"
2021,"PAYS DE LA LOIRE","NANTES","SARTHE","MONTVAL-SUR-LOIR","0720012X"
2021,"PAYS DE LA LOIRE","NANTES","VENDEE","CHALLANS","0850142T"
2021,"PAYS DE LA LOIRE","NANTES","VENDEE","CHANTONNAY","0850135K"
2021,"PAYS DE LA LOIRE","NANTES","VENDEE","FONTENAY-LE-COMTE","0850068M"
2021,"PAYS DE LA LOIRE","NANTES","VENDEE","SAINTE-CECILE","0850118S"
2021,"PAYS DE LA LOIRE","NANTES","VENDEE","SAINT-LAURENT-SUR-SEVRE","0850086G"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","ALPES-DE-HTE-PROVENCE","DIGNE-LES-BAINS","0040027H"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","ALPES-DE-HTE-PROVENCE","DIGNE-LES-BAINS","0040034R"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","AIX-EN-PROVENCE","0131320P"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","AIX-EN-PROVENCE","0131391S"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","AIX-EN-PROVENCE","0133525L"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","ARLES","0130010R"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","AUBAGNE","0131549N"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARIGNANE","0132410Z"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0130039X"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0130053M"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0131327X"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0131341M"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0132472S"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE","0132733A"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","SALON-DE-PROVENCE","0130161E"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","HAUTES-ALPES","BRIANCON","0050003B"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","VAUCLUSE","CAVAILLON","0840017M"
2021,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","VAUCLUSE","L'ISLE-SUR-LA-SORGUE","0840021S"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","GRASSE","0060020P"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","GRASSE","0060674A"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","MENTON","0060026W"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","NICE","0060773H"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","VALBONNE","0062015H"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","VENCE","0061884R"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","LA SEYNE-SUR-MER","0830923C"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","SAINT-RAPHAEL","0831551K"
2021,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","TOULON","0830053G"
2021,"OUTRE-MER HORS REGIONS ACADEMIQUES","POLYNESIE FRANCAISE","POLYNESIE FRANCAISE","BORA-BORA","9840024D"
2021,"OUTRE-MER HORS REGIONS ACADEMIQUES","POLYNESIE FRANCAISE","POLYNESIE FRANCAISE","UTUROA","9840001D"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","ALLIER","MONTLUCON","0030026M"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","ALLIER","MONTLUCON","0030445T"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","AURILLAC","0150006A"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","AURILLAC","0150760V"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","MAURIAC","0150747F"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","SAINT-FLOUR","0150030B"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","HAUTE-LOIRE","BRIOUDE","0430053Z"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","HAUTE-LOIRE","YSSINGEAUX","0430065M"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","AMBERT","0630001J"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","CLERMONT-FERRAND","0630019D"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","CLERMONT-FERRAND","0631075B"
2021,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","RIOM","0631985R"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","ANNONAY","0071126L"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","AUBENAS","0070004S"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","DROME","MONTELIMAR","0260064D"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","DROME","PIERRELATTE","0260019E"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","DROME","VALENCE","0260034W"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","ANNECY","0740005D"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","CHAMONIX-MONT-BLANC","0741669M"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","SALLANCHES","0740098E"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","VILLE-LA-GRAND","0740104L"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LA TOUR-DU-PIN","0380073Y"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LA TRONCHE","0381630R"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LE PEAGE-DE-ROUSSILLON","0381670J"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","L'ISLE-D'ABEAU","0382895R"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","PONTCHARRA","0382270L"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","PONT-DE-CHERUY","0382838D"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","SAINT-MARCELLIN","0380063M"
2021,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","VIZILLE","0380089R"
2021,"AUVERGNE-RHONE-ALPES","LYON","AIN","BELLEY","0010069V"
2021,"AUVERGNE-RHONE-ALPES","LYON","AIN","BOURG-EN-BRESSE","0010016M"
2021,"AUVERGNE-RHONE-ALPES","LYON","AIN","OYONNAX","0010034G"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","ANDREZIEUX-BOUTHEON","0421976V"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","BOEN-SUR-LIGNON","0422132P"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","CHAZELLES-SUR-LYON","0422284E"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","FIRMINY","0420014M"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","MONTBRISON","0420973E"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","SAINT-ETIENNE","0420042T"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","SAINT-ETIENNE","0420046X"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","SAINT-ETIENNE","0421021G"
2021,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","SAINT-ETIENNE","0421035X"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","DECINES-CHARPIEU","0692800U"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690023A"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690028F"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690029G"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690031J"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690038S"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690042W"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690519P"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON","0690536H"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","RILLIEUX-LA-PAPE","0692517L"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","SAINT-GENIS-LAVAL","0693654X"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","TASSIN-LA-DEMI-LUNE","0690550Y"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","VILLEFRANCHE-SUR-SAONE","0690553B"
2021,"AUVERGNE-RHONE-ALPES","LYON","RHONE","VILLEURBANNE","0694066V"
2021,"BOURGOGNE-FRANCHE-COMTE","BESANCON","HAUTE-SAONE","LUXEUIL-LES-BAINS","0701078S"
2021,"BOURGOGNE-FRANCHE-COMTE","BESANCON","HAUTE-SAONE","VESOUL","0700905D"
2021,"BOURGOGNE-FRANCHE-COMTE","BESANCON","JURA","SALINS-LES-BAINS","0390042J"
2021,"BOURGOGNE-FRANCHE-COMTE","BESANCON","TERRITOIRE DE BELFORT","BELFORT","0900004R"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","CHEVIGNY-SAINT-SAUVEUR","0211909L"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0210019G"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211074D"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211090W"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211091X"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211928G"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","NIEVRE","DECIZE","0580761M"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","NIEVRE","NEVERS","0580071M"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","CHALON-SUR-SAONE","0710010A"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","CHALON-SUR-SAONE","0711422K"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","YONNE","AUXERRE","0890070T"
2021,"BOURGOGNE-FRANCHE-COMTE","DIJON","YONNE","TONNERRE","0890032B"
2021,"BRETAGNE","RENNES","COTES D'ARMOR","LOUDEAC","0221589H"
2021,"BRETAGNE","RENNES","FINISTERE","BREST","0290335G"
2021,"BRETAGNE","RENNES","FINISTERE","CONCARNEAU","0290030A"
2021,"BRETAGNE","RENNES","FINISTERE","PONT-L'ABBE","0290168A"
2021,"BRETAGNE","RENNES","FINISTERE","QUIMPER","0290071V"
2021,"BRETAGNE","RENNES","FINISTERE","QUIMPER","0290098Z"
2021,"BRETAGNE","RENNES","FINISTERE","QUIMPERLE","0290174G"
2021,"BRETAGNE","RENNES","ILLE-ET-VILAINE","DOL-DE-BRETAGNE","0352471W"
2021,"BRETAGNE","RENNES","ILLE-ET-VILAINE","REDON","0350774B"
2021,"BRETAGNE","RENNES","ILLE-ET-VILAINE","RENNES","0350776D"
2021,"BRETAGNE","RENNES","ILLE-ET-VILAINE","RENNES","0350783L"
2021,"BRETAGNE","RENNES","ILLE-ET-VILAINE","VITRE","0350053T"
2021,"BRETAGNE","RENNES","MORBIHAN","AURAY","0561534N"
2021,"BRETAGNE","RENNES","MORBIHAN","LORIENT","0560101F"
2021,"BRETAGNE","RENNES","MORBIHAN","PONTIVY","0560038M"
2021,"BRETAGNE","RENNES","MORBIHAN","SAINTE-ANNE-D'AURAY","0560119A"
2021,"BRETAGNE","RENNES","MORBIHAN","VANNES","0560114V"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","BOURGES","0180008L"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","BOURGES","0180561M"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","SAINT-AMAND-MONTROND","0180024D"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","EURE-ET-LOIR","CHARTRES","0280007F"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","EURE-ET-LOIR","LUISANT","0281077U"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE","ARGENTON-SUR-CREUSE","0360002G"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE","CHATEAUROUX","0360008N"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE","ISSOUDUN","0360505D"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","AMBOISE","0370001A"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","CHINON","0370009J"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","TOURS","0370881G"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","GIEN","0450029M"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","INGRE","0451483T"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","SAINT-JEAN-DE-BRAYE","0451462V"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIR-ET-CHER","BLOIS","0410959V"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIR-ET-CHER","VENDOME","0410030K"
2021,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIR-ET-CHER","VENDOME","0410954P"
2021,"CORSE","CORSE","CORSE-DU-SUD","AJACCIO","6200002H"
2021,"CORSE","CORSE","HAUTE-CORSE","L'ILE-ROUSSE","7200123W"
2021,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","LONGWY","0540030P"
2021,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0540040A"
2021,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0541319R"
2021,"GRAND EST","NANCY-METZ","MEUSE","STENAY","0550072E"
2021,"GRAND EST","NANCY-METZ","MEUSE","VERDUN","0550025D"
2021,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0570058D"
2021,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0572757M"
2021,"GRAND EST","NANCY-METZ","MOSELLE","PHALSBOURG","0570081D"
2021,"GRAND EST","NANCY-METZ","VOSGES","EPINAL","0880019T"
2021,"GRAND EST","REIMS","ARDENNES","CHARLEVILLE-MEZIERES","0080006N"
2021,"GRAND EST","REIMS","AUBE","ROMILLY-SUR-SEINE","0100015M"
2021,"GRAND EST","REIMS","HAUTE-MARNE","CHAUMONT","0520844K"
2021,"GRAND EST","REIMS","HAUTE-MARNE","SAINT-DIZIER","0520679F"
2021,"GRAND EST","REIMS","MARNE","REIMS","0510035L"
2021,"GRAND EST","REIMS","MARNE","REIMS","0511146U"
2021,"GRAND EST","REIMS","MARNE","REIMS","0511565Z"
2021,"GRAND EST","REIMS","MARNE","REIMS","0511926S"
2021,"GRAND EST","STRASBOURG","BAS-RHIN","BISCHWILLER","0670005S"
2021,"GRAND EST","STRASBOURG","BAS-RHIN","OBERNAI","0670049P"
2021,"GRAND EST","STRASBOURG","BAS-RHIN","STRASBOURG","0670085D"
2021,"GRAND EST","STRASBOURG","BAS-RHIN","STRASBOURG","0673079H"
2021,"GRAND EST","STRASBOURG","HAUT-RHIN","COLMAR","0680149T"
2021,"GRAND EST","STRASBOURG","HAUT-RHIN","GUEBWILLER","0680015X"
2021,"GRAND EST","STRASBOURG","HAUT-RHIN","ZILLISHEIM","0680141J"
2021,"GUADELOUPE","GUADELOUPE","GUADELOUPE","LES ABYMES","9710921Z"
2021,"GUADELOUPE","GUADELOUPE","GUADELOUPE","PETIT-BOURG","9710882G"
2021,"GUADELOUPE","GUADELOUPE","GUADELOUPE","PORT-LOUIS","9711082Z"
2021,"GUYANE","GUYANE","GUYANE","CAYENNE","9730001N"
2021,"GUYANE","GUYANE","GUYANE","CAYENNE","9730309Y"
2021,"GUYANE","GUYANE","GUYANE","REMIRE-MONTJOLY","9730196A"
2021,"HAUTS-DE-FRANCE","AMIENS","AISNE","CHAUNY","0020014E"
2021,"HAUTS-DE-FRANCE","AMIENS","AISNE","SOISSONS","0020059D"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","BEAUVAIS","0600001A"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","CHANTILLY","0600009J"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","COMPIEGNE","0600014P"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","COMPIEGNE","0601701Y"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","CREPY-EN-VALOIS","0601832R"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","CUISE-LA-MOTTE","0601703A"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","MERU","0601865B"
2021,"HAUTS-DE-FRANCE","AMIENS","OISE","NOYON","0600040T"
2021,"HAUTS-DE-FRANCE","AMIENS","SOMME","AMIENS","0802140S"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","ARMENTIERES","0592926K"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","AVESNES-SUR-HELPE","0590018Z"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","AVESNES-SUR-HELPE","0592929N"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","BAVAY","0590024F"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","CONDE-SUR-L'ESCAUT","0596854E"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","DENAIN","0590060V"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","DUNKERQUE","0593102B"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","LAMBERSART","0590110Z"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","LE CATEAU-CAMBRESIS","0590042A"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","LILLE","0593007Y"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","LILLE","0595786U"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","LOOS","0595657D"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","MARCQ-EN-BAROEUL","0593225K"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","MAUBEUGE","0595884A"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","TOURCOING","0590212K"
2021,"HAUTS-DE-FRANCE","LILLE","NORD","TOURCOING","0593139S"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BERCK","0622276M"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BETHUNE","0620040G"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BETHUNE","0622106C"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BOULOGNE-SUR-MER","0622107D"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","CALAIS","0620063G"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","LENS","0620109G"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","LENS","0622114L"
2021,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","LONGUENESSE","0622803K"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","CHAMPAGNE-SUR-SEINE","0770920G"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","COMBS-LA-VILLE","0772127U"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","DAMMARIE-LES-LYS","0771027Y"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","LA FERTE-SOUS-JOUARRE","0772685A"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","LAGNY-SUR-MARNE","0771237B"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","TORCY","0772120L"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","TOURNAN-EN-BRIE","0772342C"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AUBERVILLIERS","0930116W"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AUBERVILLIERS","0930117X"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AULNAY-SOUS-BOIS","0930961P"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","BAGNOLET","0930936M"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","BAGNOLET","0932119Y"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","BOBIGNY","0931613Y"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","CLICHY-SOUS-BOIS","0932026X"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","GAGNY","0931464L"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","LE RAINCY","0932303Y"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","LIVRY-GARGAN","0931585T"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","MONTREUIL","0930121B"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","SAINT-DENIS","0932667U"
2021,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","STAINS","0932654E"
2021,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","BOISSY-SAINT-LEGER","0941909P"
2021,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","NOGENT-SUR-MARNE","0940880W"
2021,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","VINCENNES","0940877T"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750652B"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750653C"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750663N"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750673Z"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750676C"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750682J"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750684L"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750685M"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750689S"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750693W"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750698B"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750700D"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750704H"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750705J"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0750712S"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753825A"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753840S"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753842U"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753849B"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753850C"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753915Y"
2021,"ILE-DE-FRANCE","PARIS","PARIS","PARIS","0753933T"
